type,text
"Joke","Two elderly sisters donated $5 to a charity and, to their surprise, won tickets to a football game. Since they had never seen a live football game before, Madge thought the free tickets would provide an excellent opportunity for doing so.""I think so, too,"" said Mabel. ""Let's go!""They soon found themselves high in a noisy stadium overlooking a large, grassy expanse. They watched the kickoff and the seemingly endless back-and-forth struggles that comprised the scoreless first half.They enjoyed the band music and cheerleader performance that followed. Then came the second half. When the teams lined up for the second-half kickoff, Madge nudged her sister.""I guess we can go home now, Mabel,"" she said. ""This is where we came in."""
"Joke","You started at the bottom -- and it's been downhill ever since."
"Joke","Q: How many actors does it take to change a light bulb? A: Only one. They don't like to share the spotlight."
"Joke","You know your church is a redneck church if baptism is referred to as Branding."
"Joke","In a mental institution, a nurse walks into a room and sees a patient acting as if he's driving a car. The nurse asks him, ""Charlie! What are you doing?"" Charlie replied, ""Can't talk right now....I'm driving to Chicago!"" The nurse wishes him a good trip and leaves the room. The next day the nurse enters Charlie's room just as he stops driving his imaginary car and asks, ""Well Charlie, how are you doing?"" Charlie says, ""I'm exhausted, I just got into Chicago and I need some rest."" ""That's great,"" replied the nurse, ""I'm glad you had a safe trip."" The nurse leaves Charlie's room, and goes across the hall into Fred's room, and finds Fred sitting on his bed masturbating vigorously. With suprise she asks, ""Fred what are you doing!?"" To which Fred replies, ""I'm screwing Charlie's wife. He's in Chicago!"""
"Joke","A girl was throwing stones at a cow. Her father came & scolded her for throwing the stones at the cow & then told to her that cows are like mothers to them & should be respected. Next day guests come to their to their house & asked for her father. She said ""Father is pressing breast of mother""."
"Joke","For many years a certain white whale and a tiny herring had been inseparable friends. Wherever the white whale roamed in search of food, the herring was sure to be swimming right along beside him.One fine spring day the herring turned up off the coast of Norway without his companion. Naturally all the other fish were curious, and an octopus finally asked the herring what happened to his whale friend.""How should I know?"" the herring replied. ""Am I my blubber's kipper?"""
"Joke","A guy sticks his head into a barber shop and asks, ""How long before I can get a haircut?"" The barber looks around the shop and says, ""About 2 hours."" The guy leaves. A few days later the same guy sticks his head in the door and asks, "" How long before I can get a haircut?"" The barber looks around at the shop full of customers and says, ""About 3 hours."" The guy leaves. A week later the same guy sticks his head in the shop and asks, ""How long before I can get a haircut?"" The barber looks around the shop and says, ""About an hour and a half."" The guy leaves. The barber who is intrigued by this time, looks over at a friend in the shop and says, ""Hey, Bill. Follow that guy and see where he goes."" A little while later, Bill comes back into the shop, laughing hysterically. The barber asks, ""Bill, where did he go when he left here?"" Bill looks up, tears in his eyes and says,"" Your house."""
"Joke","A young man from the city went to visit his farmer uncle. For the first few days, the uncle showed him the usual things - chickens, cows, crops, etc. After three days, however, it was obvious that the nephew was getting bored, and the uncle was running out of things to amuse him with. Finally, the uncle decided to give them a real treat. ""Why don't you grab a gun, take my prized hunting dogs, and go have some fun shooting?"" This seemed to cheer the nephew up, and with enthusiasm, off he went, dogs in trail. After a few hours, the nephew returned. ""How did you enjoy that?"" asked the uncle. ""It was great!"" exclaimed the nephew. ""Got any more dogs?"""
"Joke","You remind me of the ocean -- you make me sick."
"Joke","There's an Italian, a Frenchman and an Irishman. The Italian says, ""When I've a finished makina da love with my girlfriend I go down and gently tickle the back of her knees, she floatsa 6 inches abova da bed in ecstasy"". The Frenchman replies, ""Zat is nothing, when Ah 'avefinished making ze love with ze girlfriend Ah kiss all ze waydown her body and zen Ah lick ze soles of her feet wiz mah tongue and she floats 12 inches above ze bed in pure ecstasy"". The Irishman says, ""That's nahtin'. When I'vefinished shaggin' me bord, I get out of bed, walk over to th' window and wipe me whang on the curtain.She hits the roof!"""
"Joke","""Bill Clinton's official portrait was unveiled at the White House yesterday. Don't kid yourself, there's already trouble. Yesterday, Clinton's portrait was caught hitting on Dolly Madison's portrait."" \u0097David Letterman"
"Joke","A new contract for Santa has finally been negotiated....Please read the following carefully....... I regret to inform you that, effective immediately, I will no longer be able to serve Southern United States on Christmas Eve. Due to the overwhelming current population of the earth, my contract was renegotiated by North American Fairies and Elves Local 209. I now serve only certain areas of Ohio, Indiana, Illinois, Wisconsin and Michigan. As part of the new and better contract I also get longer breaks for milk and cookies so keep that in mind. However, I'm certain that your children will be in good hands with your local replacement who happens to be my third cousin, Bubba Claus. His side of the family is from the South Pole. He shares my goal of delivering toys to all the good boys and girls; however, there are a few differences between us. Differences such as:"
"Joke","Cleaning out the aviary at a run-down zoo, the keeper finds two finches have dropped dead from old age.In the monkey cage he discovers two of the oldest chimps have also kicked the bucket.Waste not want not so he puts them in a sack with the finches and later tips them in the lion's cage at feeding time.""Bloody hell,"" roars the lion. ""Not finch and chimps again."""
